,number,l_p_l_lo_x,l_p_l_lo_y,l_p_l_re_x,l_p_l_re_y,l_p_r_lo_x,l_p_r_lo_y,l_p_r_re_x,l_p_r_re_y,l_h_l_x,l_h_l_y,l_h_r_x,l_h_r_y,r_p_l_lo_x,r_p_l_lo_y,r_p_l_re_x,r_p_l_re_y,r_p_r_lo_x,r_p_r_lo_y,r_p_r_re_x,r_p_r_re_y,r_h_l_x,r_h_l_y,r_h_r_x,r_h_r_y,3d_p_x,3d_p_y,3d_p_z,3d_h_l_x,3d_h_l_y,3d_h_l_z,3d_h_r_x,3d_h_r_y,3d_h_r_z
0,89,1268.79,384.82,1268.79,384.82,1289.15,382.92,1289.15,382.92,320.53,685.58,2112.14,547.0,1300.06,436.2,1304.43,437.81,1318.79,436.86,1318.79,436.86,301.9,629.95,2193.8,714.2,580.64,4200.62,3479.67,-246.38,4485.53,3394.65,1272.13,4308.47,3245.41
0,90,1267.93,384.67,1267.93,384.67,1288.27,382.74,1288.27,382.74,321.0,685.32,2112.06,546.95,1302.13,433.19,1303.43,437.51,1321.92,433.68,1328.92,438.51,302.65,629.72,2194.14,714.02,586.38,4199.9,3496.6,-245.9,4485.35,3395.49,1272.74,4308.41,3246.51
0,91,1266.98,384.3,1266.98,384.3,1287.23,382.45,1287.23,382.45,320.49,684.95,2111.81,546.45,2493.53,477.14,2493.53,477.14,1316.7,435.95,1316.7,435.95,303.01,629.14,2195.34,712.66,1982.29,4066.94,7097.53,-245.94,4485.19,3397.87,1274.89,4307.97,3250.36
0,92,1266.05,384.09,1266.05,384.09,1286.34,382.35,1286.34,382.35,320.48,684.53,2111.38,545.9,1298.22,438.2,1301.68,436.65,1315.21,438.84,1315.21,438.84,302.72,628.87,2195.58,712.41,577.84,4200.21,3479.28,-246.09,4484.82,3397.09,1275.67,4307.5,3252.28
0,93,1265.09,384.0,1265.09,384.0,1285.53,382.01,1285.53,382.01,320.15,683.89,2111.17,545.71,1300.73,436.36,1300.73,436.36,1314.0,438.0,1314.0,438.0,303.13,628.0,2195.9,711.96,576.85,4200.07,3478.93,-246.04,4484.42,3399.13,1276.37,4307.33,3253.74
0,94,1260.78,382.99,1260.78,382.99,1284.56,381.77,1284.56,381.77,319.81,684.08,2111.22,545.2,1297.36,434.18,1297.36,434.18,1310.64,435.82,1310.64,435.82,303.28,627.81,2195.93,711.76,573.77,4199.72,3477.46,-246.09,4484.64,3400.49,1276.34,4306.89,3253.64
0,95,1263.35,383.62,1263.35,383.62,1283.58,381.52,1283.58,381.52,320.43,683.86,2111.01,545.18,1298.83,435.68,1298.83,435.68,1315.72,436.95,1315.72,436.95,303.71,626.97,2195.9,711.57,577.36,4199.58,3484.79,-245.7,4484.43,3400.01,1276.51,4306.87,3254.24
0,96,1262.44,383.66,1262.44,383.66,1282.65,381.52,1282.65,381.52,320.29,683.31,2111.0,545.12,1297.93,435.53,1297.93,435.53,1314.74,437.0,1314.74,437.0,303.64,626.95,2195.63,711.54,576.58,4199.63,3485.03,-245.8,4484.01,3400.18,1276.08,4306.83,3253.58
0,97,1261.08,383.93,1261.08,383.93,1281.64,381.56,1281.64,381.56,319.95,683.56,2110.71,545.23,1297.08,435.35,1297.08,435.35,1314.27,436.95,1314.27,436.95,303.91,626.58,2195.53,711.71,576.21,4199.76,3486.96,-245.79,4484.29,3401.89,1276.21,4306.94,3254.21
0,98,1260.09,384.02,1260.09,384.02,1280.63,381.51,1280.63,381.51,319.74,683.62,2110.9,545.64,1296.1,435.2,1296.1,435.2,1313.39,436.81,1313.39,436.81,304.39,626.5,2195.57,711.82,575.46,4199.81,3487.45,-245.65,4484.43,3403.79,1276.11,4307.29,3253.72
0,99,1259.08,384.32,1259.08,384.32,1279.79,381.64,1279.79,381.64,319.72,683.47,2111.27,545.47,1295.05,435.18,1295.05,435.18,1312.74,436.91,1312.74,436.91,303.84,626.15,2195.17,711.89,574.78,4200.03,3487.94,-245.9,4484.24,3402.3,1275.1,4307.13,3251.58
0,100,1258.02,384.39,1258.02,384.39,1278.91,381.57,1278.91,381.57,320.05,682.87,2110.72,545.4,1294.05,435.04,1294.05,435.04,1311.83,436.76,1311.83,436.76,304.25,625.88,2195.1,711.76,573.99,4200.07,3488.28,-245.64,4483.78,3402.58,1275.53,4307.09,3253.1
0,101,1257.14,384.43,1257.14,384.43,1277.95,381.55,1277.95,381.55,319.13,683.06,2110.87,545.37,1293.14,434.87,1293.14,434.87,1311.03,436.58,1311.03,436.58,304.3,625.7,2195.39,711.94,573.3,4200.11,3488.73,-245.92,4484.06,3405.21,1275.84,4307.05,3253.37
0,102,1256.43,384.29,1256.43,384.29,1277.03,381.65,1277.03,381.65,319.88,682.77,2110.8,545.13,1292.11,434.78,1292.11,434.78,1310.22,436.56,1310.22,436.56,305.05,625.28,2195.79,711.63,572.49,4200.14,3488.64,-245.35,4483.83,3405.28,1276.53,4306.84,3254.6
0,103,1255.57,384.22,1255.57,384.22,1276.08,381.6,1276.08,381.6,319.48,682.79,2110.42,544.86,1291.12,434.66,1291.12,434.66,1309.52,436.47,1309.52,436.47,302.26,624.61,2195.61,711.51,571.8,4200.12,3489.08,-246.71,4483.54,3398.46,1276.61,4306.62,3255.33
0,104,1254.75,384.08,1254.75,384.08,1275.03,381.64,1275.03,381.64,319.57,682.78,2110.48,544.76,1290.18,434.63,1290.18,434.63,1309.1,436.28,1309.1,436.28,304.98,625.21,2195.11,711.36,571.31,4200.09,3490.12,-245.49,4483.87,3405.92,1275.75,4306.53,3253.87
0,105,1253.91,383.96,1253.91,383.96,1274.16,381.73,1274.16,381.73,318.97,682.43,2110.56,544.68,1289.26,434.48,1289.26,434.48,1308.25,436.17,1308.25,436.17,302.21,624.71,2195.43,711.11,570.56,4200.11,3490.27,-246.92,4483.32,3399.71,1276.18,4306.46,3254.43
0,106,1253.11,383.87,1253.11,383.87,1273.29,381.78,1273.29,381.78,319.78,682.65,2110.34,544.56,1288.37,434.52,1288.37,434.52,1307.2,435.95,1307.2,435.95,300.79,624.48,2195.54,711.0,569.7,4200.15,3490.09,-247.25,4483.2,3393.52,1276.57,4306.36,3255.41
0,107,1252.26,383.78,1252.26,383.78,1272.38,381.86,1272.38,381.86,319.54,683.08,2110.36,544.38,1287.43,434.46,1287.43,434.46,1306.52,435.93,1306.52,435.93,302.58,624.37,2195.49,711.19,569.05,4200.17,3490.55,-246.54,4483.8,3399.19,1276.45,4306.2,3255.18
0,108,1251.33,383.69,1251.33,383.69,1271.46,381.85,1271.46,381.85,319.4,683.2,2110.18,544.17,1286.55,434.45,1286.55,434.45,1305.77,435.81,1305.77,435.81,301.22,623.93,2195.15,711.21,568.4,4200.15,3491.15,-247.17,4483.74,3395.73,1276.09,4306.03,3254.91
0,109,1250.57,383.67,1250.57,383.67,1270.63,381.9,1270.63,381.9,319.89,683.01,2110.04,544.22,1285.64,434.38,1285.64,434.38,1304.86,435.76,1304.86,435.76,301.18,622.69,2195.1,710.89,567.6,4200.21,3491.03,-247.04,4483.51,3394.28,1276.14,4306.07,3255.21
0,110,1249.72,383.59,1249.72,383.59,1269.75,381.9,1269.75,381.9,319.49,683.1,2109.79,543.86,1284.66,434.39,1284.66,434.39,1304.39,435.77,1304.39,435.77,302.57,622.97,2195.67,710.72,567.03,4200.2,3491.68,-246.56,4483.82,3399.29,1277.28,4305.76,3257.43
0,111,1248.85,383.53,1248.85,383.53,1268.91,381.91,1268.91,381.91,319.82,683.53,2109.75,543.94,1283.79,434.55,1283.79,434.55,1303.33,435.82,1303.33,435.82,305.21,624.97,2195.05,710.65,566.18,4200.23,3491.58,-245.27,4484.45,3405.9,1276.34,4305.84,3255.99
0,112,1248.03,383.64,1248.03,383.64,1268.03,381.9,1268.03,381.9,319.59,683.79,2109.44,543.84,1282.62,434.7,1282.62,434.7,1302.26,435.88,1302.26,435.88,304.27,622.85,2195.24,710.71,565.16,4200.34,3491.01,-245.75,4484.56,3403.8,1276.95,4305.76,3257.44
0,113,1247.22,383.74,1247.22,383.74,1267.14,382.04,1267.14,382.04,319.4,684.02,2109.8,543.74,1281.77,434.69,1281.77,434.69,1301.65,436.04,1301.65,436.04,305.36,625.37,2195.43,710.53,564.59,4200.47,3491.6,-245.32,4484.92,3407.46,1276.9,4305.66,3256.81
0,114,1246.26,383.69,1246.26,383.69,1266.2,381.9,1266.2,381.9,319.83,683.68,2109.38,543.74,1280.9,434.67,1280.9,434.67,1300.89,436.15,1300.89,436.15,304.27,623.9,2195.28,710.63,563.94,4200.41,3492.27,-245.68,4484.45,3403.18,1277.05,4305.67,3257.7
0,115,1245.54,383.87,1245.54,383.87,1265.39,382.19,1265.39,382.19,319.84,684.46,2109.84,543.81,1280.02,434.63,1280.02,434.63,1300.31,436.19,1300.31,436.19,305.18,625.68,2195.48,710.57,563.35,4200.65,3492.59,-245.23,4485.18,3405.76,1276.94,4305.71,3256.81
0,116,1244.66,383.86,1244.66,383.86,1264.58,382.19,1264.58,382.19,320.13,684.18,2109.94,543.52,1279.16,434.55,1279.16,434.55,1299.76,436.07,1299.76,436.07,305.03,626.27,2195.27,710.61,562.81,4200.66,3493.28,-245.22,4484.89,3404.55,1276.49,4305.47,3255.96
0,117,1243.56,383.86,1243.56,383.86,1263.6,382.21,1263.6,382.21,320.33,684.35,2109.73,543.51,1278.22,434.38,1278.22,434.38,1299.25,436.05,1299.25,436.05,304.46,626.7,2195.46,710.57,562.31,4200.68,3494.53,-245.38,4484.93,3402.4,1277.0,4305.46,3257.09
0,118,1242.61,384.16,1242.61,384.16,1262.68,382.44,1262.68,382.44,320.31,684.53,2109.63,543.41,1277.26,434.31,1277.26,434.31,1299.02,435.9,1299.02,435.9,304.81,625.74,2195.4,710.48,561.93,4200.91,3495.84,-245.24,4485.11,3403.41,1277.0,4305.37,3257.25
0,119,1241.69,384.25,1241.69,384.25,1261.82,382.48,1261.82,382.48,320.21,684.2,2109.67,543.03,1276.39,434.16,1276.39,434.16,1298.14,435.84,1298.14,435.84,303.65,625.45,2195.5,710.6,561.2,4201.01,3496.12,-245.79,4484.72,3400.41,1277.09,4305.04,3257.35
0,120,1240.79,384.34,1240.79,384.34,1260.77,382.62,1260.77,382.62,320.33,684.56,2109.73,543.07,1275.4,434.11,1275.4,434.11,1297.37,435.79,1297.37,435.79,304.28,624.53,2195.83,710.33,560.5,4201.14,3496.69,-245.46,4485.07,3401.86,1277.57,4305.07,3258.03
0,121,1239.87,384.51,1239.87,384.51,1259.89,382.72,1259.89,382.72,319.93,684.78,2109.46,542.95,1274.63,433.93,1274.63,433.93,1297.03,435.75,1297.03,435.75,304.35,624.68,2195.7,710.11,560.15,4201.26,3498.0,-245.55,4485.3,3403.12,1277.62,4304.97,3258.53
0,122,1239.17,384.6,1239.17,384.6,1259.04,382.97,1259.04,382.97,320.39,684.77,2109.68,542.83,1273.58,433.92,1273.58,433.92,1296.57,435.67,1296.57,435.67,304.39,624.98,2195.47,710.24,559.53,4201.44,3498.27,-245.38,4485.23,3402.0,1277.03,4304.86,3257.25
0,123,1238.31,384.69,1238.31,384.69,1258.13,383.1,1258.13,383.1,319.85,684.8,2109.48,542.83,1272.74,433.86,1272.74,433.86,1296.39,435.58,1296.39,435.58,303.82,625.97,2195.23,710.25,559.23,4201.53,3499.65,-245.81,4485.26,3401.87,1276.85,4304.88,3257.27
0,124,1237.41,384.7,1237.41,384.7,1257.25,383.13,1257.25,383.13,319.84,685.33,2109.77,542.9,1271.81,433.78,1271.81,433.78,1295.63,435.58,1295.63,435.58,303.69,626.47,2195.32,710.39,558.54,4201.58,3500.06,-245.85,4485.66,3401.53,1276.7,4304.92,3256.59
0,125,1236.68,384.84,1236.68,384.84,1256.37,383.4,1256.37,383.4,320.11,684.69,2109.63,543.18,1270.81,433.78,1270.81,433.78,1291.0,436.0,1291.0,436.0,303.88,626.53,2195.41,710.17,555.52,4202.02,3494.09,-245.7,4485.14,3401.33,1277.01,4305.17,3257.28
0,126,1235.91,384.77,1235.91,384.77,1255.5,383.44,1255.5,383.44,320.16,684.76,2109.54,543.11,1269.9,433.62,1269.9,433.62,1293.2,435.51,1293.2,435.51,303.91,626.28,2195.35,710.29,556.54,4201.88,3498.82,-245.67,4485.2,3401.28,1276.99,4305.12,3257.4
0,127,1234.93,384.68,1234.93,384.68,1254.45,383.49,1254.45,383.49,320.27,684.72,2109.79,543.11,1269.03,433.44,1269.03,433.44,1290.0,436.0,1290.0,436.0,304.57,626.21,2195.56,710.25,554.49,4202.02,3495.97,-245.35,4485.24,3402.83,1277.07,4305.1,3257.14
0,128,1234.31,384.64,1234.31,384.64,1253.7,383.62,1253.7,383.62,320.13,684.56,2109.53,543.28,1268.2,433.36,1268.2,433.36,1289.0,436.0,1289.0,436.0,304.47,626.01,2195.6,710.26,553.65,4202.11,3495.43,-245.44,4485.12,3402.93,1277.41,4305.26,3258.08
0,129,1233.43,384.65,1233.43,384.65,1252.92,383.65,1252.92,383.65,320.2,684.41,2109.76,543.19,1267.29,433.26,1267.29,433.26,1289.39,435.39,1289.39,435.39,304.38,625.89,2195.32,710.21,553.61,4202.11,3497.4,-245.47,4484.98,3402.49,1276.73,4305.18,3256.65
0,130,1232.47,384.54,1232.47,384.54,1251.97,383.7,1251.97,383.7,319.93,684.53,2109.79,543.15,1266.41,433.26,1266.41,433.26,1288.0,436.0,1288.0,436.0,304.58,625.78,2195.31,710.54,552.6,4202.14,3497.12,-245.46,4485.14,3403.81,1276.69,4305.15,3256.53
0,131,1231.58,384.68,1231.58,384.68,1251.17,383.8,1251.17,383.8,320.31,684.27,2109.72,543.18,1265.41,433.31,1265.41,433.31,1287.0,436.0,1287.0,436.0,304.92,625.73,2195.45,710.27,551.71,4202.3,3496.87,-245.2,4484.93,3403.72,1276.97,4305.17,3257.09
0,132,1230.78,384.85,1230.78,384.85,1250.45,383.91,1250.45,383.91,320.08,684.09,2109.6,543.4,1264.32,433.38,1264.32,433.38,1286.0,436.0,1286.0,436.0,305.3,625.96,2195.41,710.51,550.75,4202.49,3496.2,-245.12,4484.87,3405.46,1277.03,4305.36,3257.35
0,133,1229.68,384.94,1229.68,384.94,1249.42,383.86,1249.42,383.86,319.81,684.28,2109.76,543.2,1263.42,433.39,1263.42,433.39,1285.0,436.0,1285.0,436.0,305.44,625.87,2195.77,710.45,549.98,4202.54,3496.84,-245.14,4485.07,3406.57,1277.43,4305.18,3257.75
0,134,1228.73,385.08,1228.73,385.08,1248.54,383.74,1248.54,383.74,319.71,684.28,2109.82,543.34,1262.48,433.36,1262.48,433.36,1285.0,436.0,1285.0,436.0,305.18,625.85,2195.41,710.23,549.73,4202.54,3498.45,-245.28,4485.05,3406.11,1276.83,4305.31,3256.7
0,135,1227.71,385.3,1227.71,385.3,1247.74,383.66,1247.74,383.66,320.21,684.14,2109.83,543.46,1261.49,433.26,1261.49,433.26,1284.0,436.0,1284.0,436.0,304.58,625.08,2195.55,710.37,548.87,4202.65,3498.45,-245.39,4484.79,3403.02,1277.04,4305.41,3257.01
0,136,1226.54,385.22,1226.54,385.22,1246.72,383.34,1246.72,383.34,320.03,684.05,2109.44,543.09,1260.38,433.04,1260.38,433.04,1283.0,436.0,1283.0,436.0,303.17,625.19,2195.31,710.35,547.99,4202.51,3498.88,-246.07,4484.56,3399.52,1277.02,4305.1,3257.59
0,137,1225.6,385.27,1225.6,385.27,1245.82,383.23,1245.82,383.23,319.86,683.98,2109.42,543.07,1259.54,432.86,1259.54,432.86,1282.0,436.0,1282.0,436.0,304.2,625.77,2195.21,710.41,547.21,4202.53,3499.11,-245.68,4484.67,3402.94,1276.88,4305.09,3257.4
0,138,1224.83,385.31,1224.83,385.31,1244.97,383.3,1244.97,383.3,319.37,684.01,2109.55,543.08,1258.54,432.72,1258.54,432.72,1282.0,436.0,1282.0,436.0,304.31,625.66,2195.44,710.19,546.89,4202.58,3500.3,-245.8,4484.77,3404.56,1277.13,4305.09,3257.6
0,139,1223.86,385.31,1223.86,385.31,1243.9,383.26,1243.9,383.26,319.78,683.99,2109.66,543.25,1257.49,432.64,1257.49,432.64,1281.0,436.0,1281.0,436.0,303.41,625.06,2195.46,710.25,546.02,4202.6,3500.56,-246.05,4484.58,3400.9,1277.05,4305.23,3257.3
0,140,1223.05,385.36,1223.05,385.36,1243.06,383.21,1243.06,383.21,319.36,684.16,2109.66,543.04,1256.61,432.48,1256.61,432.48,1281.0,436.0,1281.0,436.0,304.03,625.1,2195.49,710.01,545.77,4202.59,3501.97,-245.91,4484.85,3403.8,1277.1,4305.05,3257.39
0,141,1222.15,385.35,1222.15,385.35,1242.17,383.21,1242.17,383.21,319.71,684.34,2109.5,543.19,1255.49,432.42,1255.49,432.42,1280.0,436.0,1280.0,436.0,303.59,625.36,2195.54,710.41,544.83,4202.65,3501.7,-245.98,4484.89,3401.59,1277.33,4305.19,3258.0
0,142,1221.41,385.32,1221.41,385.32,1241.28,383.33,1241.28,383.33,319.42,684.38,2109.3,543.21,1254.41,432.49,1254.41,432.49,1279.0,436.0,1279.0,436.0,304.54,625.74,2195.15,710.19,543.88,4202.75,3501.21,-245.66,4485.08,3405.07,1276.91,4305.21,3257.63
0,143,1220.42,385.33,1220.42,385.33,1240.32,383.4,1240.32,383.4,319.38,683.97,2109.45,542.98,1253.54,432.46,1253.54,432.46,1278.0,436.0,1278.0,436.0,303.79,625.82,2195.27,710.15,543.1,4202.82,3501.6,-246.02,4484.68,3403.05,1276.95,4305.01,3257.48
0,144,1219.54,385.22,1219.54,385.22,1239.34,383.45,1239.34,383.45,319.09,684.08,2109.39,542.81,1249.33,433.4,1252.55,432.4,1266.85,434.04,1267.98,432.81,304.59,625.83,2195.06,710.13,537.04,4203.34,3487.77,-245.76,4484.91,3406.11,1276.67,4304.86,3257.15
0,145,1218.62,385.25,1218.62,385.25,1238.32,383.51,1238.32,383.51,319.43,684.08,2109.24,542.73,1248.34,433.49,1251.52,432.47,1265.35,434.19,1267.19,432.71,304.85,625.62,2195.37,710.06,536.29,4203.42,3488.18,-245.53,4484.89,3405.92,1277.3,4304.79,3258.37
0,146,1217.7,385.32,1217.7,385.32,1237.26,383.67,1237.26,383.67,318.94,684.76,2109.38,542.77,1250.57,432.52,1250.57,432.52,1266.19,432.68,1266.19,432.68,304.31,625.88,2195.47,710.02,535.48,4203.56,3488.51,-245.9,4485.43,3405.72,1277.32,4304.82,3258.19
0,147,1216.65,385.27,1216.65,385.27,1236.29,383.69,1236.29,383.69,319.08,684.81,2109.19,542.46,1249.53,432.49,1249.53,432.49,1265.17,432.73,1265.17,432.73,304.31,626.11,2195.53,709.85,534.6,4203.59,3488.71,-245.86,4485.44,3405.36,1277.59,4304.55,3258.94
0,148,1215.71,385.26,1215.71,385.26,1235.38,383.76,1235.38,383.76,317.05,686.36,2108.98,542.43,1248.46,432.47,1248.46,432.47,1264.22,432.66,1264.22,432.66,303.77,626.3,2195.18,709.85,533.73,4203.66,3488.68,-246.71,4486.88,3409.29,1277.24,4304.54,3258.69
0,149,1214.87,385.37,1214.87,385.37,1234.28,384.04,1234.28,384.04,319.45,684.34,2109.15,542.34,1247.42,432.4,1247.42,432.4,1263.34,432.7,1263.34,432.7,304.45,626.37,2195.49,709.49,532.93,4203.88,3488.97,-245.69,4485.04,3404.74,1277.57,4304.45,3258.97
0,150,1213.83,385.26,1213.83,385.26,1233.32,384.07,1233.32,384.07,319.74,684.1,2108.9,542.24,1246.43,432.33,1246.43,432.33,1263.53,434.1,1263.53,434.1,304.26,626.3,2195.28,709.82,532.78,4203.82,3491.07,-245.69,4484.79,3403.44,1277.47,4304.37,3259.2
0,151,1212.98,385.34,1212.98,385.34,1232.39,384.38,1232.39,384.38,319.57,684.75,2109.05,542.48,1245.48,432.24,1245.48,432.24,1261.79,434.54,1261.79,434.54,304.34,626.37,2195.5,709.72,531.52,4204.08,3489.92,-245.68,4485.33,3404.11,1277.69,4304.57,3259.3
0,152,1212.09,385.41,1212.09,385.41,1231.57,384.44,1231.57,384.44,320.01,684.46,2109.15,542.4,1244.48,432.16,1244.48,432.16,1263.04,433.24,1263.04,433.24,304.19,626.73,2195.16,709.8,531.92,4204.06,3493.16,-245.61,4485.02,3402.47,1277.04,4304.51,3258.12
0,153,1211.23,385.31,1211.23,385.31,1230.55,384.38,1230.55,384.38,319.58,684.5,2109.09,542.26,1243.47,432.08,1243.47,432.08,1265.28,433.08,1265.28,433.08,304.6,626.83,2195.32,709.74,532.91,4203.86,3498.2,-245.57,4485.17,3404.81,1277.35,4304.39,3258.72
0,154,1210.32,385.45,1210.32,385.45,1229.66,384.45,1229.66,384.45,319.46,684.61,2108.96,542.29,1242.62,431.96,1242.62,431.96,1265.45,431.49,1265.45,431.49,304.54,626.9,2195.64,709.75,532.8,4203.93,3500.15,-245.64,4485.26,3404.96,1277.99,4304.41,3259.94
0,155,1209.39,385.39,1209.39,385.39,1228.79,384.48,1228.79,384.48,320.0,684.6,2108.96,542.08,1241.49,431.91,1241.49,431.91,1257.18,432.73,1257.18,432.73,304.8,626.95,2195.32,709.57,527.68,4204.38,3488.69,-245.34,4485.21,3404.25,1277.47,4304.23,3259.11
0,156,1208.38,385.43,1208.38,385.43,1227.77,384.44,1227.77,384.44,319.7,684.74,2109.12,542.08,1240.35,432.1,1240.35,432.1,1256.11,432.95,1256.11,432.95,304.64,627.36,2195.62,709.74,526.73,4204.43,3488.69,-245.5,4485.35,3404.62,1277.78,4304.22,3259.37
0,157,1207.46,385.59,1207.46,385.59,1226.84,384.54,1226.84,384.54,320.18,684.37,2109.26,542.32,1239.34,431.91,1239.34,431.91,1255.21,432.9,1255.21,432.9,304.94,627.23,2195.54,709.87,525.92,4204.59,3488.81,-245.23,4485.02,3404.15,1277.54,4304.43,3258.74
0,158,1206.37,385.83,1206.37,385.83,1225.86,384.62,1225.86,384.62,320.09,684.83,2109.17,542.43,1238.25,431.94,1238.25,431.94,1254.26,432.93,1254.26,432.93,305.39,627.16,2195.22,709.72,525.07,4204.77,3489.13,-245.04,4485.46,3405.69,1277.12,4304.53,3258.22
0,159,1205.28,386.15,1205.28,386.15,1224.82,384.85,1224.82,384.85,319.84,684.81,2109.22,542.46,1237.17,431.95,1237.17,431.95,1253.19,433.02,1253.19,433.02,305.67,627.34,2195.71,709.92,524.18,4205.06,3489.38,-245.0,4485.52,3407.16,1277.85,4304.55,3259.31
0,160,1204.38,386.36,1204.38,386.36,1223.84,385.12,1223.84,385.12,320.39,684.78,2109.22,542.71,1236.04,431.92,1236.04,431.92,1251.88,433.06,1251.88,433.06,305.73,627.42,2195.09,710.14,523.08,4205.34,3488.78,-244.79,4485.42,3405.83,1276.86,4304.78,3257.71
0,161,1203.33,386.49,1203.33,386.49,1222.64,385.36,1222.64,385.36,320.35,685.17,2109.55,542.82,1235.09,431.99,1235.09,431.99,1250.94,433.07,1250.94,433.07,305.62,627.39,2195.24,710.16,522.34,4205.54,3489.61,-244.83,4485.71,3405.61,1276.8,4304.86,3257.11
0,162,1202.29,386.68,1202.29,386.68,1221.65,385.65,1221.65,385.65,320.32,685.24,2109.25,542.78,1234.14,431.87,1234.14,431.87,1249.95,433.11,1249.95,433.11,305.36,627.56,2195.37,709.98,521.54,4205.78,3490.01,-244.95,4485.74,3404.96,1277.3,4304.83,3258.35
0,163,1201.36,386.83,1201.36,386.83,1220.67,385.88,1220.67,385.88,320.28,685.39,2109.46,542.85,1232.91,431.86,1232.91,431.86,1248.79,433.04,1248.79,433.04,305.61,627.72,2195.5,709.81,520.48,4206.02,3489.52,-244.85,4485.9,3405.77,1277.31,4304.89,3258.05
0,164,1200.36,386.97,1200.36,386.97,1219.61,386.04,1219.61,386.04,320.22,685.6,2109.62,542.92,1231.84,431.78,1231.84,431.78,1247.58,433.09,1247.58,433.09,305.32,627.72,2195.44,710.24,519.49,4206.21,3489.45,-244.99,4486.03,3405.12,1277.05,4304.95,3257.39
0,165,1199.38,387.05,1199.38,387.05,1218.57,386.28,1218.57,386.28,320.98,685.58,2109.67,542.98,1230.66,431.76,1230.66,431.76,1246.33,433.36,1246.33,433.36,305.87,627.56,2195.78,709.73,518.41,4206.42,3489.06,-244.49,4485.98,3404.62,1277.55,4305.0,3258.11
0,166,1198.55,387.21,1198.55,387.21,1217.64,386.36,1217.64,386.36,320.65,685.93,2109.32,542.94,1229.49,431.77,1229.49,431.77,1245.0,432.0,1245.0,432.0,305.01,628.16,2195.35,710.05,517.26,4206.6,3488.16,-244.97,4486.19,3403.07,1277.2,4304.98,3258.09
0,167,1197.54,387.24,1197.54,387.24,1216.53,386.29,1216.53,386.29,321.19,685.55,2109.7,543.1,1228.36,431.9,1228.36,431.9,1243.0,432.0,1243.0,432.0,305.31,628.51,2195.28,710.08,515.79,4206.68,3486.88,-244.67,4485.85,3402.47,1276.72,4305.11,3256.71
0,168,1196.17,387.52,1196.17,387.52,1215.48,386.38,1215.48,386.38,320.87,685.68,2109.7,543.16,1227.14,431.94,1227.14,431.94,1242.0,432.0,1242.0,432.0,305.67,628.6,2195.59,710.25,514.89,4206.89,3487.5,-244.61,4486.05,3404.35,1277.21,4305.15,3257.51
0,169,1195.07,387.68,1195.07,387.68,1214.48,386.39,1214.48,386.39,320.66,685.8,2109.58,543.21,1226.02,432.12,1226.02,432.12,1249.59,433.78,1249.59,433.78,305.23,628.81,2195.13,710.43,518.87,4206.55,3500.95,-244.87,4486.11,3403.67,1276.6,4305.21,3256.7
0,170,1193.92,387.89,1193.92,387.89,1213.4,386.47,1213.4,386.47,321.27,686.06,2109.74,543.1,1224.76,432.27,1224.76,432.27,1246.56,433.78,1246.56,433.78,305.71,629.04,2194.93,710.38,516.76,4206.83,3498.05,-244.44,4486.29,3403.38,1276.12,4305.11,3255.7
0,171,1192.78,388.05,1192.78,388.05,1212.3,386.53,1212.3,386.53,321.21,686.18,2109.95,543.32,1223.59,432.27,1223.59,432.27,1244.35,433.47,1244.35,433.47,305.82,629.81,2195.3,710.25,515.17,4207.04,3496.58,-244.41,4486.41,3403.88,1276.53,4305.29,3256.01
0,172,1191.78,388.1,1191.78,388.1,1211.23,386.59,1211.23,386.59,320.7,686.4,2109.73,543.28,1222.45,432.32,1222.45,432.32,1242.84,433.48,1242.84,433.48,305.94,629.41,2195.49,710.4,513.97,4207.16,3495.95,-244.52,4486.67,3405.61,1277.04,4305.26,3257.18
0,173,1190.57,388.29,1190.57,388.29,1210.07,386.64,1210.07,386.64,320.86,686.56,2109.61,543.26,1221.28,432.26,1221.28,432.26,1242.62,433.86,1242.62,433.86,305.77,629.45,2195.46,710.15,513.53,4207.27,3497.76,-244.53,4486.75,3404.64,1277.11,4305.24,3257.46
0,174,1189.38,388.27,1189.38,388.27,1208.93,386.55,1208.93,386.55,320.26,686.73,2109.8,543.19,1220.18,432.05,1220.18,432.05,1239.93,433.62,1239.93,433.62,306.04,629.03,2195.6,710.43,511.72,4207.35,3495.81,-244.61,4487.0,3407.05,1277.13,4305.18,3257.2
0,175,1188.34,388.36,1188.34,388.36,1207.83,386.62,1207.83,386.62,320.41,686.48,2109.49,542.79,1219.06,431.79,1219.06,431.79,1236.53,433.15,1236.53,433.15,305.76,628.95,2195.43,710.21,509.47,4207.59,3492.4,-244.69,4486.75,3405.87,1277.15,4304.84,3257.75
0,176,1187.21,388.27,1187.21,388.27,1206.7,386.45,1206.7,386.45,320.17,686.57,2109.47,542.77,1217.9,431.62,1217.9,431.62,1241.84,433.55,1241.84,433.55,306.25,628.96,2195.62,710.0,512.13,4207.18,3502.58,-244.55,4486.92,3407.88,1277.48,4304.82,3258.3
